star_ID,count,ra,dec,size
26727,28,5.679313,-1.942572,819
25930,28,5.533445,-0.299092,819
26311,26,5.603559,-1.20192,711
21421,24,4.598677,16.509301,611
17499,24,3.747927,24.113339,611
17847,23,3.819373,24.053415,564
58001,22,11.897168,53.69476,519
17608,22,3.772104,23.948358,519
54061,22,11.062155,61.75103299999999,519
53910,22,11.030677,56.382427,519
62956,22,12.900472,55.959821,519
67301,22,13.792354,49.313265,519
59774,22,12.257086,57.032617,519
65378,22,13.398747,54.925362,519
20205,21,4.329889,15.627642000000002,476
746,21,0.152887,59.14978000000001,476
20889,21,4.476943,19.180431,476
17702,20,3.79141,24.105137,435
20455,20,4.382247,17.542514,435
4427,20,0.945143,60.71674,435
6686,20,1.430216,60.235283,435
36850,19,7.5766339999999985,31.888276,396
27989,19,5.919529,7.407063000000001,396
3179,19,0.6751159999999999,56.53733100000001,396
24436,19,5.242298,-8.20164,396
80763,18,16.490128,-26.432002,359
85927,18,17.560145000000002,-37.103821,359
37826,18,7.755277,28.026199,359
8886,18,1.906584,63.670101,359
78265,18,15.980865,-26.114105,359
78401,18,16.005557,-22.62171,359
17531,18,3.75347,24.467278,359
78820,17,16.09062,-19.805453,324
82396,17,16.83608,-34.293232,324
91262,17,18.61564,38.783692,324
87073,16,17.793078,-40.126997,291
81266,16,16.598043,-28.216016,291
25336,16,5.418851,6.349702,291
113881,16,23.062901,28.082789,291
102098,16,20.690532,45.280338,291
27366,16,5.795941,-9.669605,291
76952,15,15.712381,26.295637,260
86670,15,17.708132,-39.029983,260
24608,15,5.27815,45.997991,260
86228,15,17.621979999999994,-42.997824,260
100453,15,20.370473,40.256679,260
677,15,0.139791,29.090432,260
113963,15,23.079348,15.205264,260
1067,15,0.220598,15.183596,260
76267,15,15.578128,26.714693,260
97649,15,19.846388,8.868322000000003,260
78159,15,15.959794,26.87788,260
84143,15,17.202551999999994,-43.239189,260
60718,14,12.443311,-63.09909200000001,231
26207,14,5.5856330000000005,9.934158,231
77512,14,15.826570000000002,26.068394,231
20894,14,4.477705,15.870883,231
75695,14,15.463818,29.105703,231
102488,14,20.770178,33.970256,231
50335,13,10.278171,23.417311,204
78493,13,16.024047,29.851061,204
97165,13,19.749574,45.13081,204
32349,13,6.752481,-16.716116,204
49669,13,10.139532,11.967207,204
76127,13,15.548829,31.359133,204
75097,13,15.345482999999998,71.834016,204
50583,13,10.332873,19.841489000000006,204
90185,13,18.402868,-34.384615999999994,204
61084,13,12.519429,-57.113212,204
11767,13,2.52975,89.26410899999998,204
82514,13,16.864508999999998,-38.04738,204
97278,13,19.770994,10.613261,204
102281,12,20.724315,15.074581,179
59316,12,12.168746,-22.619766,179
8903,12,1.910668,20.808035,179
31681,12,6.628528,16.399252,179
72607,12,14.845104999999998,74.155505,179
48455,12,9.879398,26.006951,179
47908,12,9.764188,23.774255,179
92855,12,18.92109,-26.296721999999995,179
69673,12,14.261029999999998,19.18241,179
49583,12,10.122209,16.762664,179
60965,12,12.497739,-16.515432,179
89642,12,18.293793,-36.761686,179
85696,12,17.512732,-37.295811,179
65474,12,13.419883,-11.161322,179
101958,12,20.660635,15.912072,179
89931,12,18.3499,-29.828103,179
62434,11,12.795359,-59.688764,156
25428,11,5.438198000000001,28.60745,156
85822,11,17.536918,86.58646,156
67927,11,13.911411,18.397717,156
91971,11,18.746209,37.60511500000001,156
102532,11,20.77764,16.124295999999998,156
9884,11,2.119555,23.462423,156
72622,11,14.847976999999998,-16.041778,156
15863,11,3.405378,49.86118,156
100345,11,20.350187,-14.781367,156
17573,11,3.763779,24.367748,156
30343,11,6.3826730000000005,22.513586,156
54872,11,11.235138,20.523717,156
80112,11,16.353143,-25.592796,156
57632,11,11.817663,14.57206,156
101769,11,20.625816,14.595087,156
61359,11,12.573121,-23.396759,156
60742,11,12.448966,28.268423,156
77055,11,15.734298999999998,77.794493,156
82080,11,16.766159,82.037262,156
59803,11,12.263437,-17.541929,156
59747,11,12.252427,-58.748928,156
93506,11,19.043532,-29.880105,156
14576,11,3.136148,40.955648,156
32246,11,6.732202,25.131124,156
92420,11,18.834665,33.362667,156
22449,11,4.830669,6.961276,156
8832,11,1.89217,19.293852,156
54879,11,11.237335,15.429570000000002,156
98036,10,19.921887,6.406763,135
5447,10,1.162194,35.620558,135
73555,10,15.032436,40.390566,135
13268,10,2.844945,55.895496,135
98110,10,19.938438,35.083424,135
106278,10,21.525982,-5.571172,135
92791,10,18.908412,36.898613,135
42911,10,8.74475,18.154309,135
18532,10,3.96423,40.010215,135
32362,10,6.754824,12.895591,135
93174,10,18.978721,-37.107357,135
93194,10,18.982395,32.689557,135
42402,10,8.645955,3.341435,135
93542,10,19.051907,-42.095105,135
94376,10,19.209225,67.661541,135
92041,10,18.76094,-26.990778,135
72105,10,14.749784,27.074222,135
100064,10,20.300904,-12.544852,135
74785,10,15.283449,-9.382917,135
93825,10,19.106971,-37.063437,135
28360,10,5.992149,44.947433,135
17489,10,3.746726,24.28947,135
95947,10,19.512023000000006,27.959681,135
14328,10,3.079942,53.50644000000001,135
110395,10,22.360938,-1.387331,135
18614,10,3.98275,35.791033,135
18246,10,3.9022,31.883635,135
76333,10,15.592104999999998,-14.789537,135
82729,10,16.909731,-42.361313,135
94160,10,19.167154,-39.34079600000001,135
37279,10,7.655033,5.224993,135
61941,10,12.694345,-1.449375,135
22549,10,4.853434,5.605104,135
105881,9,21.444452,-22.411332,116
88635,9,18.096803,-30.424091,116
42799,9,8.720410000000001,3.3986620000000003,116
102978,9,20.863692,-26.919133,116
37740,9,7.740792999999999,24.397993,116
17358,9,3.715416,47.787551,116
6193,9,1.324443,27.264059000000003,116
42313,9,8.627602,5.703782,116
94114,9,19.157869,-37.904474,116
3419,9,0.72649,-17.986604999999994,116
74666,9,15.258376,33.314833,116
85670,9,17.507213,52.301387,116
71683,9,14.660765,-60.833976,116
28380,9,5.995351,37.212585,116
93864,9,19.11567,-27.670423,116
24244,9,5.204973000000002,-11.869219,116
43109,9,8.779587,6.418809,116
71075,9,14.534636,38.308253,116
59199,9,12.140225,-24.728875,116
87833,9,17.943437,51.488895,116
90496,9,18.466179,-25.4217,116
10064,9,2.1590580000000004,34.987297,116
33579,9,6.9770970000000005,-28.972084,116
87585,9,17.892134,56.872643,116
13209,9,2.833063,27.260507,116
80816,9,16.503667999999998,21.489613,116
34088,9,7.0684809999999985,20.570297,116
107556,9,21.784011,-16.127285999999998,116
63090,9,12.926725,3.39747,116
81833,9,16.714933,38.922254,116
24327,9,5.220522,-12.941291,116
111497,9,22.589272,-0.117498,116
79822,9,16.291791,75.75533,116
71053,9,14.5305,30.371437,116
13254,9,2.843063,38.318644,116
63608,9,13.036278,10.95915,116
102485,9,20.76826,-25.270898000000006,116
104732,9,21.215607,30.226916,116
78104,9,15.948077,-29.214073,116
42806,9,8.721430999999999,21.468501,116
43813,8,8.92323,5.945563,99
68756,8,14.073165,64.37585,99
4906,8,1.049058,7.890135000000001,99
78527,8,16.031532000000002,58.565251,99
65109,8,13.343296,-36.71229500000001,99
23015,8,4.9498940000000005,33.166090000000004,99
77634,8,15.849316,-33.627165000000005,99
46390,8,9.45979,-8.658603,99
14354,8,3.0862700000000003,38.840274,99
12706,8,2.721678,3.235818,99
30438,8,6.399195,-52.69566,99
23453,8,5.041301,41.075837,99
69701,8,14.266908,-6.000547,99
35550,8,7.335383,21.98232,99
30324,8,6.378329,-17.955918,99
80170,8,16.365338,19.15313,99
106032,8,21.477662,70.560716,99
92953,8,18.938044,-42.710676,99
1562,8,0.323799,-8.823921,99
35904,8,7.401584,-29.303104,99
3092,8,0.655462,30.861024,99
104987,8,21.263731,5.247845,99
81377,8,16.619316,-10.56709,99
105199,8,21.30963,62.585573,99
26366,8,5.615108,9.290673,99
69427,8,14.214929,-10.273702,99
86974,8,17.774319000000006,27.720676,99
109492,8,22.180908,58.201261,99
80331,8,16.39986,61.514213,99
66249,8,13.578220000000002,-0.59582,99
116771,8,23.665844,5.6262919999999985,99
34444,8,7.139857000000001,-26.3932,99
36962,8,7.598708,26.895741,99
5742,8,1.229152,24.583713,99
94005,8,19.139156,-40.496703,99
30883,8,6.482719,20.212133,99
17448,8,3.738648,32.288248,99
48356,8,9.85797,-14.846603,99
7097,8,1.524725,15.345823,99
51069,8,10.434842,-16.836289999999998,99
44816,8,9.133268,-43.432589,99
35350,8,7.30155,16.540383,99
84012,8,17.172968,-15.72491,99
109074,8,22.096399,-0.319851,99
101421,8,20.553547,11.303263,99
64394,8,13.197904,27.878183,99
83207,8,17.004827,30.926405,99
104139,8,21.099118,-17.232861,99
81693,8,16.688113,31.602726,99
9487,8,2.034117,2.763759,99
22797,8,4.904193,2.440672,99
68702,8,14.063729,-60.373039,99
107315,8,21.736433,9.875011,99
12828,8,2.749039,10.114146,99
115438,8,23.382842,-20.10058,99
74395,8,15.20476,-52.099247,99
83895,8,17.146448,65.714683,99
5586,8,1.194342,30.089638,99
71795,8,14.68582,13.7283,99
45336,8,9.239405,2.31428,99
9640,8,2.064984,42.329725,99
4436,8,0.945885,38.499345,99
110960,8,22.480531,-0.019972,99
78384,8,16.002036,-38.396706,99
85829,7,17.537767000000002,55.172958,84
57399,7,11.767515,47.779406,84
11484,7,2.469317,8.460054,84
112724,7,22.82802,66.200408,84
3881,7,0.830234,41.078911,84
114855,7,23.264859,-9.087737,84
8102,7,1.734479,-15.93748,84
112716,7,22.826528,-13.592632,84
86032,7,17.582241,12.560035,84
116727,7,23.65582,77.632276,84
113368,7,22.960838,-29.622236,84
5364,7,1.1431639999999998,-10.182264,84
49841,7,10.176467,-12.354083,84
73273,7,14.975537,-43.13396,84
34693,7,7.1856589999999985,30.245163,84
71860,7,14.698823,-47.3882,84
93683,7,19.07805,-21.741496,84
27072,7,5.741057,-22.448382,84
86742,7,17.724543,4.567303,84
73714,7,15.067839,-25.281965,84
7007,7,1.503087,6.14382,84
118268,7,23.988525,6.863321000000001,84
105515,7,21.370776,-16.834542000000006,84
95853,7,19.495098,51.729779,84
102618,7,20.794598,-9.495776,84
57380,7,11.764322,6.529376,84
83000,7,16.961139000000006,9.375033,84
17579,7,3.765132,24.554511,84
67459,7,13.824623,15.797904999999998,84
24873,7,5.333062,-12.315585,84
91875,7,18.729706,-38.323441,84
46733,7,9.525453,63.061861,84
8796,7,1.884696,29.578829,84
76297,7,15.585681,-41.166757,84
17851,7,3.819782,24.136712,84
57936,7,11.881813,-33.908124,84
93085,7,18.962167,-21.106654,84
97433,7,19.80285,70.26793,84
23685,7,5.091018,-22.371032,84
41037,7,8.375236,-59.509483,84
84379,7,17.250531,24.839204,84
24305,7,5.215528,-16.205468,84
54682,7,11.194302,-22.825847,84
107310,7,21.73571,28.742632,84
31592,7,6.6113990000000005,-19.255879,84
71352,7,14.591786,-42.157824,84
55705,7,11.414702,-17.68401,84
2599,7,0.5499970000000001,62.931783,84
68933,7,14.111395000000002,-36.369954,84
21393,7,4.592512,-30.562341,84
52943,7,10.827079,-16.193648,84
43103,7,8.778284,28.759898,84
112961,7,22.87691,-7.579599000000001,84
93805,7,19.10415,-4.882554,84
30122,7,6.338553,-30.063367,84
75458,7,15.415494,58.966065,84
7607,7,1.633205,48.628213,84
23875,7,5.130829,-5.086446,84
64241,7,13.166469,17.529431,84
2912,7,0.61468,33.719344,84
84380,7,17.250788,36.809162,84
46776,7,9.533036,-1.184664,84
64962,7,13.315359,-23.171512,84
24845,7,5.326257,-13.176788,84
60351,7,12.375087,25.84616,84
18724,7,4.0113379999999985,12.490347,84
55282,7,11.322347,-14.778541,84
25606,7,5.470756,-20.759441,84
25985,7,5.545504,-17.822289,84
48402,7,9.868433,54.06433199999999,84
75177,7,15.36344,-36.261376,84
99473,7,20.188413,-0.8214610000000001,84
40526,7,8.275256,9.185545,84
53740,7,10.996244,-18.298783,84
106985,7,21.668181,-16.662308,84
109139,7,22.107286,-13.869679,84
77853,6,15.897093,-16.729293,71
56633,6,11.611365,-9.802247,71
111954,6,22.677594,-27.043617,71
68895,6,14.106193,-26.682361,71
112029,6,22.691033,10.831364,71
88048,6,17.983775,-9.773632,71
77233,6,15.769793,15.421826,71
27628,6,5.849329,-35.768309,71
109176,6,22.116847,25.345112,71
8833,6,1.892597,3.187536,71
12387,6,2.658044,0.328511,71
110003,6,22.280565,-7.783289999999999,71
50372,6,10.284952,42.914365,71
114341,6,23.157443,-21.17241,71
26451,6,5.627413,21.142549,71
104858,6,21.241337,10.006981,71
50801,6,10.372155,41.499516,71
68002,6,13.925667,-47.288375,71
10670,6,2.288573,33.847194,71
36046,6,7.428779,27.79808,71
22509,6,4.843534,8.900176,71
92989,6,18.944582,-37.343241,71
48319,6,9.849867,59.038735,71
6537,6,1.40039,-8.183257000000001,71
15474,6,3.325278,-21.757864,71
27654,6,5.855357,-20.879089,71
89341,6,18.229392,-21.058834,71
96757,6,19.668275,18.01389,71
20535,6,4.400613,-34.016846,71
89937,6,18.350736,72.732843,71
12843,6,2.7517150000000004,-18.572563,71
3693,6,0.788981,24.267178,71
44066,6,8.974784,11.857701,71
29655,6,6.247961,22.506799,71
7884,6,1.6905259999999998,5.487613,71
33018,6,6.879816,33.961254,71
78072,6,15.940882,15.661617,71
66657,6,13.664796,-53.466394,71
45556,6,9.284838,-59.275229,71
79992,6,16.329010999999998,46.313366,71
90422,6,18.449561,-45.968459,71
94779,6,19.28504,53.368459,71
20648,6,4.424828,17.92791,71
54539,6,11.161062,44.498487,71
10324,6,2.2166650000000003,8.846717,71
81126,6,16.568384,42.437041,71
42913,6,8.745059,-54.70882099999999,71
116928,6,23.700779,1.780041,71
16611,6,3.563132,-21.632883,71
56211,6,11.523407,69.331076,71
56343,6,11.550038,-31.857625,71
110991,6,22.486183,58.415198,71
55687,6,11.410164,-10.859323,71
75141,6,15.356201,-40.647518,71
114971,6,23.286094,3.282289,71
13954,6,2.99525,8.907364999999997,71
115033,6,23.298393,-9.182513,71
90887,6,18.539257,-39.704001,71
93747,6,19.090169,13.863478,71
79593,6,16.239094,-3.694323,71
20042,6,4.298237,-33.798348,71
55219,6,11.307983,33.094306,71
39953,6,8.158876,-47.336588,71
98032,6,19.921026,-41.868288,71
44127,6,8.986828,48.041826,71
115830,6,23.466138,6.378992,71
46853,6,9.547715,51.6773,71
85693,6,17.512307999999994,26.110645,71
14146,6,3.039863,-23.624472,71
43234,6,8.807214,5.837812,71
82671,6,16.899924,-42.362025,71
14135,6,3.037992,4.089734,71
116584,6,23.626056,46.458152,71
116901,6,23.696057,-17.816533,71
87261,6,17.830965,-37.043304,71
28910,6,6.10259,-14.935254,71
12777,6,2.736634,49.228448,71
17651,6,3.780804,-23.249723,71
113136,6,22.910837,-15.82082,71
61281,6,12.558058,69.788238,71
79882,6,16.305358,-4.692511,71
107354,6,21.744092,25.645036,71
95501,6,19.424972,3.114775,71
8198,6,1.756564,9.157736,71
3821,6,0.81826,57.815187,71
110672,6,22.421284,1.377401,71
112447,6,22.778216,12.172888,71
72220,6,14.770812,1.892885,71
25859,6,5.520209,-35.470519,71
109427,6,22.169996,6.197865,71
57283,6,11.746049,-18.350674,71
41822,6,8.526591999999999,18.09442,71
61932,5,12.691971,-48.959888,60
85755,5,17.523598,-23.962643,60
15900,5,3.413554,9.02887,60
33856,5,7.028652,-27.93483,60
94820,5,19.293911,-18.952908,60
12390,5,2.659398,-11.872156,60
46146,5,9.410906,26.182324,60
11345,5,2.432501,-12.29048,60
87808,5,17.93755,37.250539,60
46750,5,9.528675,22.967971,60
116971,5,23.712039,-14.544904999999998,60
92946,5,18.936995,4.203595,60
109422,5,22.169093,-32.548407,60
60202,5,12.345286,17.792868,60
96465,5,19.611786,-24.883623,60
98412,5,19.995605,-35.276305,60
101027,5,20.481004,-17.813686999999994,60
112158,5,22.716704,30.221245,60
79374,5,16.199926,-19.460708,60
85112,5,17.394707999999998,37.145946,60
111104,5,22.508128,43.123376,60
26176,5,5.580344,9.489579,60
11569,5,2.484437,67.402474,60
111188,5,22.52509,-32.346073,60
60697,5,12.440017999999998,27.268237,60
33347,5,6.935617999999999,-17.054242000000002,60
85792,5,17.530695,-49.876145,60
84606,5,17.294517000000006,37.291498,60
97804,5,19.874547,1.005661,60
80975,5,16.535611,-21.46639,60
39757,5,8.125736999999999,-24.304324,60
91918,5,18.738711,-35.641987,60
92175,5,18.786242,-4.7478669999999985,60
103045,5,20.877565,-8.983317999999997,60
41909,5,8.545139,20.441162,60
101847,5,20.638967,-1.105121,60
94648,5,19.259229,73.355468,60
76470,5,15.617070000000002,-28.135079,60
22845,5,4.914924,10.150833,60
28614,5,6.039722,9.647276,60
23767,5,5.10858,41.234474,60
96837,5,19.68415,17.476041,60
61418,5,12.585489,18.377058,60
99824,5,20.254415,25.591957,60
5542,5,1.185017,55.149901,60
109937,5,22.26616,37.748737,60
45941,5,9.368562,-55.010668,60
36188,5,7.452512,8.289315,60
78727,5,,,60
8645,5,1.857676,-10.335038,60
86414,5,17.657747,46.006332,60
95168,5,19.361211,-17.847197,60
90568,5,18.480505,-49.070588,60
60129,5,12.331766,-0.6668029999999999,60
77070,5,15.737798000000002,6.425627,60
33977,5,7.050408999999998,-23.833291,60
12770,5,2.735375,-13.858695999999998,60
94713,5,19.272804,38.133731,60
88794,5,18.125708,28.762488,60
71536,5,14.631454000000002,-49.425828,60
28103,5,5.940082,-14.1677,60
77450,5,15.812327,18.141564,60
29426,5,6.198999,14.208765,60
98688,5,20.044299,-27.709845,60
77622,5,15.846935,4.47773,60
46509,5,9.485805,-2.768964,60
44471,5,9.060427,47.156525,60
55203,5,11.303118,31.528783,60
32759,5,6.8306830000000005,-32.508478000000004,60
94141,5,19.162731,-21.023615,60
89962,5,18.355167,-2.898825,60
26237,5,5.589768,-4.838358,60
41704,5,8.504431,60.718169,60
26241,5,5.5905510000000005,-5.9099010000000005,60
11783,5,2.534786,-15.244677,60
26634,5,5.660817,-34.074108,60
112440,5,22.775521,23.565654,60
3031,5,0.642602,29.311751,60
114724,5,23.238711,-6.049003,60
52419,5,10.715949,-64.39445,60
60746,5,12.449805,26.825699,60
64166,5,13.150909,-23.11807,60
47431,5,9.664267,-1.14281,60
115738,5,23.448876,1.255608,60
88714,5,18.11052,-50.09147700000001,60
60904,5,12.481863,25.912852,60
86263,5,17.626445,-15.398557,60
82545,5,16.872263,-38.017536,60
29038,5,6.126201,14.768472,60
112748,5,22.833385,24.601579,60
3786,5,0.811373,7.585078999999999,60
3231,5,0.68533,39.458664,60
14838,5,3.193822,19.726677,60
76276,5,15.580041,10.538867,60
94481,5,19.229302,39.145968,60
14879,4,3.201249,-28.987618,51
355,4,0.075033,-10.509523,51
77516,4,15.827001999999998,-3.4302080000000004,51
111169,4,22.521515,50.282491,51
30419,4,6.396135,4.592865,51
97365,4,19.789795,18.534286,51
54463,4,11.143165,-58.975037,51
69974,4,14.318498000000002,-13.371095,51
44700,4,9.108825,38.452215,51
16537,4,3.5488480000000004,-9.458262,51
44248,4,9.010685,41.782911,51
87933,4,17.962744,29.24788,51
68282,4,13.977987,-44.803584,51
28816,4,6.0830910000000005,-16.484435,51
31827,4,6.654644,-14.145764000000002,51
110351,4,22.350428,46.536569,51
51233,4,10.464727,36.707212,51
23607,4,5.076153,15.404105,51
1170,4,0.24400500000000006,-18.932866,51
54182,4,11.083619,7.336007,51
8068,4,1.727675,50.688732,51
154,4,0.032672,-6.0140720000000005,51
84345,4,17.244127,14.390332999999998,51
61174,4,12.53451,-16.196007,51
107608,4,21.795598,-30.898304,51
106551,4,21.579596,38.534054,51
2920,4,0.616188,53.896909,51
91919,4,18.738984,39.670123,51
25247,4,5.3991190000000016,-7.808064999999999,51
14668,4,3.158258,44.857544,51
45860,4,9.350925,34.392562,51
52727,4,10.779488,-49.420255,51
104521,4,21.172361,10.131579,51
19167,4,4.109735,50.351262,51
5372,4,1.145613,86.25709,51
104234,4,21.118797,-25.005853,51
116631,4,23.63561,43.268073,51
114939,4,23.280817000000006,-7.7265039999999985,51
50191,4,10.245607,-42.121942,51
29651,4,6.247592,-6.274776,51
56480,4,11.579355,-54.264091,51
4463,4,0.953445,23.417648,51
113889,4,23.064615,3.820045,51
22701,4,4.881575,-5.4526949999999985,51
15510,4,3.331944,-43.06978400000001,51
51624,4,10.546853,9.306586,51
57757,4,11.844922,1.764718,51
60260,4,12.356031,-60.401147,51
67472,4,13.826943,-42.473732,51
55642,4,11.398736,10.529509,51
102624,4,20.795621,-5.027701,51
54204,4,11.088867,-27.293612,51
35264,4,7.285711,-37.09747,51
60957,4,12.495344,20.896109,51
98761,4,20.059291,-37.940699,51
12486,4,2.677781,-39.855375,51
49637,4,10.131742,9.997508,51
117629,4,23.855927,-18.909163,51
21881,4,4.704084,22.956926,51
53417,4,10.92689,24.749718,51
9347,4,2.000084,-21.077831,51
21444,4,4.6053169999999986,-3.352459,51
13061,4,2.79848,29.247118,51
67275,4,13.78771,17.456906,51
101589,4,20.588482,14.674213,51
70497,4,14.419967000000002,51.850744,51
13701,4,2.940458,-8.898144,51
19038,4,4.078253,22.081926,51
98337,4,19.979285,19.492148,51
80894,4,16.518991,-16.612733,51
111123,4,22.510782,-10.67795,51
12093,4,2.597909,5.593246,51
107380,4,21.749113,-33.025781,51
42828,4,8.726539,-33.186384999999994,51
5737,4,1.228857,7.575353999999999,51
71957,4,14.717673,-5.658207,51
23416,4,5.032815,43.823308,51
23123,4,4.975806,1.714016,51
46651,4,9.511674,-40.466769,51
108085,4,21.898808,-37.364852,51
113246,4,22.932472,-32.539628,51
34045,4,7.062637,-15.633285999999998,51
95477,4,19.421247,-24.508575,51
17378,4,3.720806,-9.763395,51
12719,4,2.724198,27.707146,51
111022,4,22.492173,47.706887,51
43409,4,8.842203999999997,-27.709844,51
